Time,linear_accel_x,linear_accel_y,linear_accel_z,gyro_x,gyro_y,gyro_z,euler_x,euler_y,euler_z,quat_roll,quat_pitch,quat_yaw,quaternion_1,quaternion_2,quaternion_3,quaternion_4,calibstat_sys,calibstat_gyro,calibstat_accel,calibstat_mag
0.0,0.0,0.08,-0.21,-0.003272492347489368,-0.002181661564992912,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.1,0.07,-0.03,-0.28,0.0,0.002181661564992912,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.2,0.05,0.0,-0.25,-0.001090830782496456,0.0,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.3,0.02,-0.12,-0.25,-0.001090830782496456,-0.001090830782496456,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.4,0.03,-0.1,-0.25,0.001090830782496456,0.001090830782496456,-0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.5,-0.04,-0.01,-0.22,-0.001090830782496456,0.002181661564992912,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.6,0.01,0.09,-0.22,0.0,0.003272492347489368,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.7,-0.04,0.1,-0.24,0.003272492347489368,-0.003272492347489368,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.8,0.07,-0.01,-0.25,0.001090830782496456,0.0,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
0.9,0.05,0.01,-0.23,0.001090830782496456,-0.001090830782496456,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.0,0.04,-0.11,-0.27,0.001090830782496456,-0.002181661564992912,0.003272492347489368,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.1,-0.04,0.0,-0.18,0.002181661564992912,0.002181661564992912,-0.003272492347489368,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.2,0.03,0.07,-0.22,-0.002181661564992912,-0.002181661564992912,-0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.3,0.03,-0.1,-0.25,0.0,0.00545415391248228,0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.4,-0.04,-0.02,-0.22,0.001090830782496456,0.001090830782496456,-0.004363323129985824,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.5,-0.04,-0.02,-0.21,-0.002181661564992912,-0.001090830782496456,-0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.6,0.02,0.08,-0.22,-0.002181661564992912,-0.002181661564992912,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.7,0.03,0.07,-0.21,0.001090830782496456,0.0,-0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.8,0.05,-0.08,-0.27,0.0,0.0,-0.003272492347489368,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
1.9,-0.03,-0.01,-0.23,0.003272492347489368,-0.002181661564992912,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.0,-0.05,0.01,-0.2,0.0,0.001090830782496456,-0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.1,0.05,0.04,-0.25,0.002181661564992912,0.0,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.2,0.06,0.06,-0.24,0.0,0.0,-0.004363323129985824,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.3,0.04,-0.09,-0.28,0.001090830782496456,0.0,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.4,0.0,-0.14,-0.26,-0.001090830782496456,-0.002181661564992912,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.5,-0.06,0.02,-0.22,-0.001090830782496456,0.0,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.6,0.07,0.03,-0.27,0.003272492347489368,-0.001090830782496456,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.7,0.04,0.03,-0.24,0.0,0.0,0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.8,0.02,-0.11,-0.27,0.001090830782496456,-0.002181661564992912,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
2.9,0.02,-0.11,-0.24,0.0,0.002181661564992912,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.0,-0.03,0.05,-0.22,-0.002181661564992912,0.0,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.1,0.05,0.0,-0.28,-0.001090830782496456,0.001090830782496456,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
