Time,linear_accel_x,linear_accel_y,linear_accel_z,gyro_x,gyro_y,gyro_z,euler_x,euler_y,euler_z,quat_roll,quat_pitch,quat_yaw,quaternion_1,quaternion_2,quaternion_3,quaternion_4,calibstat_sys,calibstat_gyro,calibstat_accel,calibstat_mag
3.2,0.07,0.0,-0.24,0.0,0.0,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.3,0.0,-0.13,-0.26,0.001090830782496456,-0.003272492347489368,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.4,0.01,-0.12,-0.26,-0.002181661564992912,-0.002181661564992912,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.5,-0.04,0.08,-0.24,0.0,-0.001090830782496456,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.6,-0.05,0.06,-0.21,0.001090830782496456,0.002181661564992912,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.7,0.06,0.01,-0.26,-0.001090830782496456,0.0,-0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.8,0.02,-0.11,-0.29,-0.002181661564992912,0.0,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
3.9,0.03,-0.1,-0.26,0.002181661564992912,-0.002181661564992912,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.0,-0.04,0.04,-0.22,0.0,0.0,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.1,-0.06,0.04,-0.18,0.0,-0.001090830782496456,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.2,0.03,0.07,-0.25,-0.001090830782496456,0.0,0.003272492347489368,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.3,0.02,-0.1,-0.25,-0.001090830782496456,0.0,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.4,0.04,-0.11,-0.25,-0.003272492347489368,-0.001090830782496456,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.5,-0.03,0.01,-0.21,0.0,-0.002181661564992912,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.6,-0.05,0.0,-0.19,0.0,0.001090830782496456,0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.7,0.01,0.1,-0.22,0.003272492347489368,-0.003272492347489368,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.8,0.02,0.08,-0.22,-0.002181661564992912,-0.003272492347489368,0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
4.9,0.06,-0.07,-0.27,0.001090830782496456,-0.001090830782496456,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
5.0,-0.03,-0.02,-0.23,-0.002181661564992912,0.0,0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
5.1,-0.04,-0.03,-0.2,-0.001090830782496456,-0.001090830782496456,0.0,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
5.2,0.01,0.06,-0.22,-0.001090830782496456,0.0,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
5.3,0.0,0.05,-0.2,0.003272492347489368,-0.001090830782496456,0.002181661564992912,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
5.4,0.06,-0.08,-0.26,-0.003272492347489368,0.0,-0.001090830782496456,2.4375,-1.6875,0.0,2.4839774774253645,-1.699269103707761,0.03684317396906816,0.9996337890625,-0.02166748046875,0.01483154296875,0.0,0.0,3.0,0.0,0.0
